5-7M,,,
10,"Peer groups are aggregations of health regions that share similar socio-economic and demographic characteristics, based on data from the 2011 Census of Population and 2011 National Household Survey. These are useful in the analysis of health regions, where important differences may be detected by comparing health regions within a peer group. The nine peer groups are identified by the letters A through I, which are appended to the health region 4-digit code. Caution should be taken when comparing data for the Peer Groups over time due to changes in the Peer Groups. In an analysis involving the peer groups, only one level of geography in Ontario should be used. For more information on the peer groups classification, consult Statistics Canada's publication Health Regions: Boundaries and Correspondence with Census Geography"" (catalogue number 82-402-X).""",,
11,The 95% confidence interval (CI) illustrates the degree of variability associated with a number.,,
12,"Wide confidence intervals (CIs) indicate high variability, thus, these numbers or rates should be interpreted and compared with due caution.",,
13,"The following standard symbols are used in this Statistics Canada table: (..) for figures not available for a specific reference period, (...) for figures not applicable and (x) for figures suppressed to meet the confidentiality requirements of the Statistics Act.",,
14,"For small populations (less than 25,000), life expectancy is shown with an 'E' (use with caution) to indicate that the quality of the estimates are more affected by the imputation method used when there are no deaths for a given age group.",,
,,,
,,,
,,,
"How to cite: Statistics Canada. Table 13-10-0063-01  Life expectancy, at birth and at age 65, by sex, three-year average, Canada, provinces, territories, health regions and peer groups, inactive",,,
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1310006301,,,
